Unprofiled Remainder RDEL Forecast - One off new costs - investment in change (GMPP â Remaining Spend),Finance & Benefits,C71,
Unprofiled RDEL Forecast recurring new costs,Finance & Benefits,D71,
Unprofiled RDEL Forecast recurring old costs,Finance & Benefits,E71,
Unprofiled RDEL Forecast Total ,Finance & Benefits,F71,
Total RDEL BL one off new costs,Finance & Benefits,C72,
Total RDEL BL recurring new costs,Finance & Benefits,D72,
Total RDEL BL recurring old costs,Finance & Benefits,E72,
Total RDEL BL Total ,Finance & Benefits,F72,
Total RDEL Forecast one off new costs,Finance & Benefits,C73,
Total RDEL Forecast recurring new costs,Finance & Benefits,D73,
Total RDEL Forecast recurring old costs,Finance & Benefits,E73,
Total RDEL Forecast Total ,Finance & Benefits,F73,
Annual Steady State for RDEL recurring new costs,Finance & Benefits,D74,
Year RDEL spend stops,Finance & Benefits,C75,Years (Spend),
Pre 14-15 CDEL BL one off new costs,Finance & Benefits,C80,
Pre 14-15 CDEL BL recurring new costs,Finance & Benefits,D80,
Pre 14-15 CDEL BL recurring old costs,Finance & Benefits,E80,
Pre 14-15 CDEL BL Total ,Finance & Benefits,F80,
Pre 14-15 CDEL Actual one off new costs,Finance & Benefits,C81,
Pre 14-15 CDEL Actual recurring new costs,Finance & Benefits,D81,
Pre 14-15 CDEL Actual recurring old costs,Finance & Benefits,E81,
Pre 14-15 CDEL Actual Total ,Finance & Benefits,F81,
14-15 CDEL BL one off new costs,Finance & Benefits,C82,
14-15 CDEL BL recurring new costs,Finance & Benefits,D82,
14-15 CDEL BL recurring old costs,Finance & Benefits,E82,
14-15 CDEL BL Total ,Finance & Benefits,F82,
14-15 CDEL Actual one off new costs,Finance & Benefits,C83,
14-15 CDEL Actual recurring new costs,Finance & Benefits,D83,
14-15 CDEL Actual recurring old costs,Finance & Benefits,E83,
14-15 CDEL Actual Total ,Finance & Benefits,F83,
15-16 CDEL BL one off new costs,Finance & Benefits,C84,
15-16 CDEL BL recurring new costs,Finance & Benefits,D84,
15-16 CDEL BL recurring old costs,Finance & Benefits,E84,
15-16 CDEL BL Total ,Finance & Benefits,F84,
15-16 CDEL Actual one off new costs,Finance & Benefits,C85,
15-16 CDEL Actual recurring new costs,Finance & Benefits,D85,
15-16 CDEL Actual recurring old costs,Finance & Benefits,E85,
15-16 CDEL Actual Total ,Finance & Benefits,F85,
16-17 CDEL BL one off new costs,Finance & Benefits,C86,
16-17 CDEL BL recurring new costs,Finance & Benefits,D86,
16-17 CDEL BL recurring old costs,Finance & Benefits,E86,
16-17 CDEL BL Total ,Finance & Benefits,F86,
16-17 CDEL Actual one off new costs,Finance & Benefits,C87,
16-17 CDEL Actual recurring new costs,Finance & Benefits,D87,
16-17 CDEL Actual recurring old costs,Finance & Benefits,E87,
16-17 CDEL Actual Total ,Finance & Benefits,F87,
Pre 17-18 CDEL BL one off new costs,Finance & Benefits,C88,
Pre 17-18 CDEL BL recurring new costs,Finance & Benefits,D88,
Pre 17-18 CDEL BL recurring old costs,Finance & Benefits,E88,
Pre 17-18 CDEL BL Total ,Finance & Benefits,F88,
Pre 17-18 CDEL Actual one off new costs,Finance & Benefits,C89,
Pre 17-18 CDEL Actual recurring new costs,Finance & Benefits,D89,
Pre 17-18 CDEL Actual recurring old costs,Finance & Benefits,E89,
Pre 17-18 CDEL Actual Total ,Finance & Benefits,F89,
CDEL one off new cost spend in year on profile ,Finance & Benefits,C90,
CDEL recurring new cost spend in year on profile ,Finance & Benefits,D90,
CDEL recurring old cost spend in year on profile ,Finance & Benefits,E90,
CDEL total spend in year on profile ,Finance & Benefits,F90,
17-18 CDEL BL one off new costs,Finance & Benefits,C91,
17-18 CDEL BL recurring new costs,Finance & Benefits,D91,
17-18 CDEL BL recurring old costs,Finance & Benefits,E91,
17-18 CDEL BL Total ,Finance & Benefits,F91,
17-18 CDEL Forecast one off new costs,Finance & Benefits,C92,
17-18 CDEL Forecast recurring new costs,Finance & Benefits,D92,
17-18 CDEL Forecast recurring old costs,Finance & Benefits,E92,
17-18 CDEL Forecast Total ,Finance & Benefits,F92,
Pre 18-19 CDEL BL one off new costs,Finance & Benefits,C93,
Pre 18-19 CDEL BL recurring new costs,Finance & Benefits,D93,
Pre 18-19 CDEL BL recurring old costs,Finance & Benefits,E93,
Pre 18-19 CDEL BL Total ,Finance & Benefits,F93,
Pre 18-19 CDEL Forecast one off new costs,Finance & Benefits,C94,
Pre 18-19 CDEL Forecast recurring new costs,Finance & Benefits,D94,
Pre 18-19 CDEL Forecast recurring old costs,Finance & Benefits,E94,
Pre 18-19 CDEL Forecast Total ,Finance & Benefits,F94,
18-19 CDEL BL one off new costs,Finance & Benefits,C95,
18-19 CDEL BL recurring new costs,Finance & Benefits,D95,
18-19 CDEL BL recurring old costs,Finance & Benefits,E95,
18-19 CDEL BL Total ,Finance & Benefits,F95,
18-19 CDEL Forecast one off new costs,Finance & Benefits,C96,
18-19 CDEL Forecast recurring new costs,Finance & Benefits,D96,
18-19 CDEL Forecast recurring old costs,Finance & Benefits,E96,
18-19 CDEL Forecast Total ,Finance & Benefits,E96,
Pre 19-20 CDEL BL one off new costs,Finance & Benefits,C97,
Pre 19-20 CDEL BL recurring new costs,Finance & Benefits,D97,
Pre 19-20 CDEL BL recurring old costs,Finance & Benefits,E97,
Pre 19-20 CDEL BL Total ,Finance & Benefits,F97,
Pre 19-20 CDEL Forecast one off new costs,Finance & Benefits,C98,
Pre 19-20 CDEL Forecast recurring new costs,Finance & Benefits,D98,
Pre 19-20 CDEL Forecast recurring old costs,Finance & Benefits,E98,
Pre 19-20 CDEL Forecast Total ,Finance & Benefits,F98,
19-20 CDEL BL one off new costs,Finance & Benefits,C99,
19-20 CDEL BL recurring new costs,Finance & Benefits,D99,
19-20 CDEL BL recurring old costs,Finance & Benefits,E99,
19-20 CDEL BL Total ,Finance & Benefits,F99,
19-20 CDEL Forecast one off new costs,Finance & Benefits,C100,
19-20 CDEL Forecast recurring new costs,Finance & Benefits,D100,
19-20 CDEL Forecast recurring old costs,Finance & Benefits,E100,
19-20 CDEL Forecast Total ,Finance & Benefits,F100,
Pre 20-21 CDEL BL one off new costs,Finance & Benefits,C101,
Pre 20-21 CDEL BL recurring new costs,Finance & Benefits,D101,
Pre 20-21 CDEL BL recurring old costs,Finance & Benefits,E101,
Pre 20-21 CDEL BL Total ,Finance & Benefits,F101,
Pre 20-21 CDEL Forecast one off new costs,Finance & Benefits,C102,
Pre 20-21 CDEL Forecast recurring new costs,Finance & Benefits,D102,
Pre 20-21 CDEL Forecast recurring old costs,Finance & Benefits,E102,
Pre 20-21 CDEL Forecast Total ,Finance & Benefits,F102,
20-21 CDEL BL one off new costs,Finance & Benefits,C103,
20-21 CDEL BL recurring new costs,Finance & Benefits,D103,
20-21 CDEL BL recurring old costs,Finance & Benefits,E103,
20-21 CDEL BL Total ,Finance & Benefits,F103,
20-21 CDEL Forecast one off new costs,Finance & Benefits,C104,
20-21 CDEL Forecast recurring new costs,Finance & Benefits,D104,
20-21 CDEL Forecast recurring old costs,Finance & Benefits,E104,
20-21 CDEL Forecast Total ,Finance & Benefits,F104,
Pre 21-22 CDEL BL one off new costs,Finance & Benefits,C105,
Pre 21-22 CDEL BL recurring new costs,Finance & Benefits,D105,
Pre 21-22 CDEL BL recurring old costs,Finance & Benefits,E105,
Pre 21-22 CDEL BL Total ,Finance & Benefits,F105,
Pre 21-22 CDEL Forecast one off new costs,Finance & Benefits,C106,
Pre 21-22 CDEL Forecast recurring new costs,Finance & Benefits,D106,
Pre 21-22 CDEL Forecast recurring old costs,Finance & Benefits,E106,
Pre 21-22 CDEL Forecast Total ,Finance & Benefits,F106,
21-22 CDEL BL one off new costs,Finance & Benefits,C107,
21-22 CDEL BL recurring new costs,Finance & Benefits,D107,
21-22 CDEL BL recurring old costs,Finance & Benefits,E107,
21-22 CDEL BL Total ,Finance & Benefits,F107,
21-22 CDEL Forecast one off new costs,Finance & Benefits,C108,
21-22 CDEL Forecast recurring new costs,Finance & Benefits,D108,
21-22 CDEL Forecast recurring old costs,Finance & Benefits,E108,
21-22 CDEL Forecast Total ,Finance & Benefits,F108,
Pre 22-23 CDEL BL one off new costs,Finance & Benefits,C109,
Pre 22-23 CDEL BL recurring new costs,Finance & Benefits,D109,
Pre 22-23 CDEL BL recurring old costs,Finance & Benefits,E109,
Pre 22-23 CDEL BL Total ,Finance & Benefits,F109,
Pre 22-23 CDEL Forecast one off new costs,Finance & Benefits,C110,
Pre 22-23 CDEL Forecast recurring new costs,Finance & Benefits,D110,
Pre 22-23 CDEL Forecast recurring old costs,Finance & Benefits,E110,
Pre 22-23 CDEL Forecast Total ,Finance & Benefits,F110,
22-23 CDEL BL one off new costs,Finance & Benefits,C111,
22-23 CDEL BL recurring new costs,Finance & Benefits,D111,
22-23 CDEL BL recurring old costs,Finance & Benefits,E111,
22-23 CDEL BL Total ,Finance & Benefits,F111,
22-23 CDEL Forecast one off new costs,Finance & Benefits,C112,
22-23 CDEL Forecast recurring new costs,Finance & Benefits,D112,
22-23 CDEL Forecast recurring old costs,Finance & Benefits,E112,
22-23 CDEL Forecast Total ,Finance & Benefits,F112,
23-24 CDEL BL one off new costs,Finance & Benefits,C113,
23-24 CDEL BL recurring new costs,Finance & Benefits,D113,
23-24 CDEL BL recurring old costs,Finance & Benefits,E113,
23-24 CDEL BL Total ,Finance & Benefits,F113,
23-24 CDEL Forecast one off new costs,Finance & Benefits,C114,
23-24 CDEL Forecast recurring new costs,Finance & Benefits,D114,
23-24 CDEL Forecast recurring old costs,Finance & Benefits,E114,
23-24 CDEL Forecast Total ,Finance & Benefits,F114,
24-25 CDEL BL one off new costs,Finance & Benefits,C115,
24-25 CDEL BL recurring new costs,Finance & Benefits,D115,
24-25 CDEL BL recurring old costs,Finance & Benefits,E115,
24-25 CDEL BL Total ,Finance & Benefits,F115,
24-25 CDEL Forecast one off new costs,Finance & Benefits,C116,
24-25 CDEL Forecast recurring new costs,Finance & Benefits,D116,
24-25 CDEL Forecast recurring old costs,Finance & Benefits,E116,
24-25 CDEL Forecast Total ,Finance & Benefits,F116,
25-26 CDEL BL one off new costs,Finance & Benefits,C117,
25-26 CDEL BL recurring new costs,Finance & Benefits,D117,
25-26 CDEL BL recurring old costs,Finance & Benefits,E117,
25-26 CDEL BL Total ,Finance & Benefits,F117,
25-26 CDEL Forecast one off new costs,Finance & Benefits,C118,
25-26 CDEL Forecast recurring new costs,Finance & Benefits,D118,
25-26 CDEL Forecast recurring old costs,Finance & Benefits,E118,
25-26 CDEL Forecast Total ,Finance & Benefits,F118,
26-27 CDEL BL one off new costs,Finance & Benefits,C119,
26-27 CDEL BL recurring new costs,Finance & Benefits,D119,
26-27 CDEL BL recurring old costs,Finance & Benefits,E119,
26-27 CDEL BL Total ,Finance & Benefits,F119,
26-27 CDEL Forecast one off new costs,Finance & Benefits,C120,
26-27 CDEL Forecast recurring new costs,Finance & Benefits,D120,
26-27 CDEL Forecast recurring old costs,Finance & Benefits,E120,
26-27 CDEL Forecast Total ,Finance & Benefits,F120,
27-28 CDEL BL one off new costs,Finance & Benefits,C121,
27-28 CDEL BL recurring new costs,Finance & Benefits,D121,
27-28 CDEL BL recurring old costs,Finance & Benefits,E121,
27-28 CDEL BL Total ,Finance & Benefits,F121,
27-28 CDEL Forecast one off new costs,Finance & Benefits,C122,
27-28 CDEL Forecast recurring new costs,Finance & Benefits,D122,
27-28 CDEL Forecast recurring old costs,Finance & Benefits,E122,
27-28 CDEL Forecast Total ,Finance & Benefits,F122,
Unprofiled CDEL BL one off new costs,Finance & Benefits,C123,
Unprofiled CDEL BL recurring new costs,Finance & Benefits,D123,
Unprofiled CDEL BL recurring old costs,Finance & Benefits,E123,
Unprofiled CDEL BL Total ,Finance & Benefits,F123,
Unprofiled CDEL Forecast one off new costs,Finance & Benefits,C124,
Unprofiled CDEL Forecast recurring new costs,Finance & Benefits,D124,
Unprofiled CDEL Forecast recurring old costs,Finance & Benefits,E124,
Unprofiled CDEL Forecast Total ,Finance & Benefits,F124,
Total CDEL BL one off new costs,Finance & Benefits,C125,
Total CDEL BL recurring new costs,Finance & Benefits,D125,
Total CDEL BL recurring old costs,Finance & Benefits,E125,
Total CDEL BL Total ,Finance & Benefits,F125,
Total CDEL Forecast one off new costs,Finance & Benefits,C126,
Total CDEL Forecast recurring new costs,Finance & Benefits,D126,
Total CDEL Forecast recurring old costs,Finance & Benefits,E126,
Total CDEL Forecast Total ,Finance & Benefits,F126,
Annual Steady State for CDEL recurring new costs,Finance & Benefits,D127,
Year CDEL spend stops,Finance & Benefits,C128,Years (Spend),
Unprofiled Non-Gov BL,Finance & Benefits,H70,
Unprofiled Non-Gov Forecast,Finance & Benefits,H71,
Total BL Non-Gov ,Finance & Benefits,H135,
Total Forecast Non-Gov ,Finance & Benefits,I135,
Pre 14-15 BL Non-Gov ,Finance & Benefits,H27,
Pre 14-15 Forecast Non-Gov BL,Finance & Benefits,H28,
14-15 BL Non-Gov ,Finance & Benefits,H29,
14-15 Actual Non-Gov,Finance & Benefits,H30,
15-16 BL Non-Gov ,Finance & Benefits,H31,
15-16 Actual Non-Gov ,Finance & Benefits,H32,
16-17 BL Non-Gov ,Finance & Benefits,H33,
16-17 Actual Non-Gov,Finance & Benefits,H34,
Pre 17-18 BL Non-Gov,Finance & Benefits,H35,
Pre 17-18 Actual Non-Gov,Finance & Benefits,H36,
2017/2018 Non-Gov (£m) Revenue & Capital Spend on profile?,Finance & Benefits,H37,
17-18 Forecast Non-Gov,Finance & Benefits,H38,
17-18 BL Non-Gov,Finance & Benefits,H39,
Pre 18-19 BL Non-Gov,Finance & Benefits,H40,
Pre 18-19 Forecast Non-Gov,Finance & Benefits,H41,
18-19 BL Non-Gov,Finance & Benefits,H42,
18-19 Forecast Non-Gov ,Finance & Benefits,H43,
Pre 19-20 BL Non-Gov,Finance & Benefits,H44,
Pre 19-20 Forecast Non-Gov,Finance & Benefits,H45,
19-20 BL Non-Gov ,Finance & Benefits,H46,
19-20 Forecast Non-Gov,Finance & Benefits,H47,
Pre 20-21 BL Non-Gov,Finance & Benefits,H48,
Pre 20-21 Forecast Non-Gov,Finance & Benefits,H49,
20-21 BL Non-Gov ,Finance & Benefits,H50,
20-21 Forecast Non-Gov,Finance & Benefits,H51,
Pre 21-22 BL Non-Gov,Finance & Benefits,H52,
Pre 21-22 Forecast Non-Gov,Finance & Benefits,H53,
21-22 BL Non-Gov ,Finance & Benefits,H54,
21-22 Forecast Non-Gov,Finance & Benefits,H55,
Pre 22-23 BL Non-Gov,Finance & Benefits,H56,
Pre 22-23 Forecast Non-Gov,Finance & Benefits,H57,
22-23 BL Non-Gov ,Finance & Benefits,H58,
22-23 Forecast Non-Gov,Finance & Benefits,H59,
23-24 BL Non-Gov ,Finance & Benefits,H60,
23-24 Forecast Non-Gov,Finance & Benefits,H61,
24-25 BL Non-Gov ,Finance & Benefits,H62,
24-25 Forecast Non-Gov,Finance & Benefits,H63,
25-26 BL Non-Gov ,Finance & Benefits,H64,
25-26 Forecast Non-Gov,Finance & Benefits,H65,
26-27 BL Non-Gov ,Finance & Benefits,H66,
26-27 Forecast Non-Gov,Finance & Benefits,H67,
27-28 BL Non-Gov ,Finance & Benefits,H68,
27-28 Forecast Non-Gov,Finance & Benefits,H69,
Unprofiled BL Non-Gov,Finance & Benefits,H70,
Unprofiled Forecast-Gov,Finance & Benefits,D71,
Pre 14-15 BL – Income both Revenue and Capital,Finance & Benefits,I27,
Pre 14-15 Actual – Income both Revenue and Capital,Finance & Benefits,I28,
14-15 BL - Income both Revenue and Capital,Finance & Benefits,I29,
14-15 Actual - Income both Revenue and Capital,Finance & Benefits,I30,
15-16 BL - Income both Revenue and Capital,Finance & Benefits,I31,
15-16 Actual - Income both Revenue and Capital,Finance & Benefits,I32,
16-17 BL - Income both Revenue and Capital,Finance & Benefits,I33,
16-17 Actual - Income both Revenue and Capital,Finance & Benefits,I34,
Pre 16-17 BL – Income both Revenue and Capital,Finance & Benefits,I35,
Pre 16-17 Actual – Income both Revenue and Capital,Finance & Benefits,I36,
2017/2018 Income Revenue & Capital Spend on Profile,Finance & Benefits,I37,
17-18 BL - Income both Revenue and Capital,Finance & Benefits,I38,
17-18 Forecast - Income both Revenue and Capital,Finance & Benefits,I39,
Pre 18-19 BL – Income both Revenue and Capital,Finance & Benefits,I40,
Pre 18-19 Actual – Income both Revenue and Capital,Finance & Benefits,I41,
18-19 BL - Income both Revenue and Capital,Finance & Benefits,I42,
18-19 Forecast - Income both Revenue and Capital,Finance & Benefits,I43,
Pre 19-20 BL – Income both Revenue and Capital,Finance & Benefits,I44,
Pre 19-20 Actual – Income both Revenue and Capital,Finance & Benefits,I45,
19-20 BL – Income both Revenue and Capital,Finance & Benefits,I46,
19-20 Forecast – Income both Revenue and Capital,Finance & Benefits,I47,
Pre 20-21 BL – Income both Revenue and Capital,Finance & Benefits,I48,
Pre 20-21 Actual – Income both Revenue and Capital,Finance & Benefits,I49,
20-21 BL - Income both Revenue and Capital,Finance & Benefits,I50,
20-21 Forecast – Income both Revenue and Capital,Finance & Benefits,I51,
Pre 21-22 BL – Income both Revenue and Capital,Finance & Benefits,I52,
Pre 21-22 Actual – Income both Revenue and Capital,Finance & Benefits,I53,
21-22 BL – Income both Revenue and Capital,Finance & Benefits,I54,
21-22 Forecast – Income both Revenue and Capital,Finance & Benefits,I55,
Pre 22-23 BL – Income both Revenue and Capital,Finance & Benefits,I56,
Pre 22-23 Actual – Income both Revenue and Capital,Finance & Benefits,I57,
22-23 BL – Income both Revenue and Capital,Finance & Benefits,I58,
22-23 Forecast – Income both Revenue and Capital,Finance & Benefits,I59,
23-24 BL – Income both Revenue and Capital,Finance & Benefits,I60,
23-24 Forecast – Income both Revenue and Capital,Finance & Benefits,I61,
24-25 BL – Income both Revenue and Capital,Finance & Benefits,I62,
24-25 Forecast – Income both Revenue and Capital,Finance & Benefits,I63,
25-26 BL – Income both Revenue and Capital,Finance & Benefits,I64,
25-26 Forecast – Income both Revenue and Capital,Finance & Benefits,I65,
26-27 BL – Income both Revenue and Capital,Finance & Benefits,I66,
26-27 Forecast – Income both Revenue and Capital,Finance & Benefits,I67,
27-28 BL – Income both Revenue and Capital,Finance & Benefits,I68,
27-28 Forecast – Income both Revenue and Capital,Finance & Benefits,I69,
Unprofiled BL Income ,Finance & Benefits,I70,
Unprofiled Forecast Income,Finance & Benefits,I71,
Total Baseline - Income both Revenue and Capital,Finance & Benefits,I72,
Total Forecast - Income both Revenue and Capital,Finance & Benefits,I73,
Pre 14-15 BEN Baseline - Gov. Cashable,Finance & Benefits,C144,
Pre 14-15 BEN Baseline - Gov. Non-Cashable,Finance & Benefits,D144,
Pre 14-15 BEN Baseline - Economic (inc Economic (inc Private Partner),Finance & Benefits,E144,
Pre 14-15 BEN Baseline - Disbenefit Disbenefit UK Economic,Finance & Benefits,F144,
Pre 14-15 BEN Baseline - Total Monetised Benefits,Finance & Benefits,G144,
Pre 14-15 BEN Actual - Gov. Cashable,Finance & Benefits,C155,
Pre 14-15 BEN Actual - Gov. Non-Cashable,Finance & Benefits,D155,
Pre 14-15 BEN Actual - Economic (inc Private Partner),Finance & Benefits,E155,
Pre 14-15 BEN Actual - Disbenefit UK Economic,Finance & Benefits,F155,
Pre 14-15 BEN Actual- Total Monetised Benefits,Finance & Benefits,G155,
14-15 BEN Baseline - Gov. Cashable,Finance & Benefits,C146,
14-15 BEN Baseline - Gov. Non-Cashable,Finance & Benefits,D146,
14-15 BEN Baseline - Economic (inc Economic (inc Private Partner),Finance & Benefits,E146,
14-15 BEN Baseline - Disbenefit Disbenefit UK Economic,Finance & Benefits,F146,
14-15 BEN Baseline - Total Monetised Benefits,Finance & Benefits,G146,
14-15 BEN Actual - Gov. Cashable,Finance & Benefits,C147,
14-15 BEN Actual - Gov. Non-Cashable,Finance & Benefits,D147,
14-15 BEN Actual - Economic (inc Private Partner),Finance & Benefits,E147,
14-15 BEN Actual - Disbenefit UK Economic,Finance & Benefits,F147,
14-15 BEN Actual- Total Monetised Benefits,Finance & Benefits,G147,
15-16 BEN Baseline - Gov. Cashable,Finance & Benefits,C148,
15-16 BEN Baseline - Gov. Non-Cashable,Finance & Benefits,D148,
15-16 BEN Baseline - Economic (inc Economic (inc Private Partner),Finance & Benefits,E148,
15-16 BEN Baseline - Disbenefit Disbenefit UK Economic,Finance & Benefits,F148,
15-16 BEN Baseline - Total Monetised Benefits,Finance & Benefits,G148,
15-16 BEN Actual - Gov. Cashable,Finance & Benefits,C149,
15-16 BEN Actual - Gov. Non-Cashable,Finance & Benefits,D149,
15-16 BEN Actual - Economic (inc Private Partner),Finance & Benefits,E149,
15-16 BEN Actual - Disbenefit UK Economic,Finance & Benefits,F149,
15-16 BEN Actual- Total Monetised Benefits,Finance & Benefits,G149,
16-17 BEN Baseline - Gov. Cashable,Finance & Benefits,C150,
16-17 BEN Baseline - Gov. Non-Cashable,Finance & Benefits,D150,
16-17 BEN Baseline - Economic (inc Economic (inc Private Partner),Finance & Benefits,E150,
16-17 BEN Baseline - Disbenefit Disbenefit UK Economic,Finance & Benefits,F150,
16-17 BEN Baseline - Total Monetised Benefits,Finance & Benefits,G150,
16-17 BEN Actual - Gov. Cashable,Finance & Benefits,C151,
16-17 BEN Actual - Gov. Non-Cashable,Finance & Benefits,D151,
16-17 BEN Actual - Economic (inc Private Partner),Finance & Benefits,E151,
16-17 BEN Actual - Disbenefit UK Economic,Finance & Benefits,F151,
16-17 BEN Actual- Total Monetised Benefits,Finance & Benefits,G151,
Pre 17-18 BEN Baseline - Gov. Cashable,Finance & Benefits,C152,
Pre 17-18 BEN Baseline - Gov. Non-Cashable,Finance & Benefits,D152,
Pre 17-18 BEN Baseline - Economic (inc Private Partner),Finance & Benefits,E152,
Pre 17-18 BEN Baseline - Disbenefit UK Economic,Finance & Benefits,F152,
Pre 17-18 BEN Baseline - Total Monetised Benefits,Finance & Benefits,G152,
Pre 17-18 BEN Forecast - Gov. Cashable,Finance & Benefits,C153,
Pre 17-18 BEN Forecast - Gov. Non-Cashable,Finance & Benefits,D153,
Pre 17-18 BEN Forecast - Economic (inc Private Partner),Finance & Benefits,E153,
Pre 17-18 BEN Forecast - Disbenefit UK Economic,Finance & Benefits,F153,
Pre 17-18 BEN Forecast - Total Monetised Benefits,Finance & Benefits,G153,
17-18 BEN Baseline - Gov. Cashable,Finance & Benefits,C154,
17-18 BEN Baseline - Gov. Non-Cashable,Finance & Benefits,D154,
17-18 BEN Baseline - Economic (inc Private Partner),Finance & Benefits,E154,
17-18 BEN Baseline - Disbenefit UK Economic,Finance & Benefits,F154,
17-18 BEN Baseline - Total Monetised Benefits,Finance & Benefits,G154,
17-18 BEN Forecast - Gov. Cashable,Finance & Benefits,C155,
17-18 BEN Forecast - Gov. Non-Cashable,Finance & Benefits,D155,
17-18 BEN Forecast - Economic (inc Private Partner),Finance & Benefits,E155,
17-18 BEN Forecast - Disbenefit UK Economic,Finance & Benefits,F155,
17-18 BEN Forecast - Total Monetised Benefits,Finance & Benefits,G155,
Pre 18-19 BEN Baseline - Gov. Cashable,Finance & Benefits,C156,
Pre 18-19 BEN Baseline - Gov. Non-Cashable,Finance & Benefits,D156,
Pre 18-19 BEN Baseline - Economic (inc Private Partner),Finance & Benefits,E156,
Pre 18-19 BEN Baseline - Disbenefit UK Economic,Finance & Benefits,F156,
Pre 18-19 BEN Baseline - Total Monetised Benefits,Finance & Benefits,G156,
Pre 18-19 BEN Forecast - Gov. Cashable,Finance & Benefits,C157,
Pre 18-19 BEN Forecast - Gov. Non-Cashable,Finance & Benefits,D157,
Pre 18-19 BEN Forecast - Economic (inc Private Partner),Finance & Benefits,E157,
Pre 18-19 BEN Forecast - Disbenefit UK Economic,Finance & Benefits,F157,
Pre 18-19 BEN Forecast - Total Monetised Benefits,Finance & Benefits,G157,
18-19 BEN Baseline - Gov. Cashable,Finance & Benefits,C158,
18-19 BEN Baseline - Gov. Non-Cashable,Finance & Benefits,D158,
18-19 BEN Baseline - Economic (inc Private Partner),Finance & Benefits,E158,
18-19 BEN Baseline - Disbenefit UK Economic,Finance & Benefits,F158,
18-19 BEN Baseline - Total Monetised Benefits,Finance & Benefits,G158,
18-19 BEN Forecast - Gov. Cashable,Finance & Benefits,C159,
18-19 BEN Forecast - Gov. Non-Cashable,Finance & Benefits,D159,
18-19 BEN Forecast - Economic (inc Private Partner),Finance & Benefits,E159,
18-19 BEN Forecast - Disbenefit UK Economic,Finance & Benefits,F159,
18-19 BEN Forecast - Total Monetised Benefits,Finance & Benefits,G159,
Pre 19-20 BEN Baseline - Gov. Cashable,Finance & Benefits,C160,
Pre 19-20 BEN Baseline - Gov. Non-Cashable,Finance & Benefits,D160,
Pre 19-20 BEN Baseline - Economic (inc Private Partner),Finance & Benefits,E160,
Pre 19-20 BEN Baseline - Disbenefit UK Economic,Finance & Benefits,F160,
Pre 19-20 BEN Baseline - Total Monetised Benefits,Finance & Benefits,G160,
Pre 19-20 BEN Forecast - Gov. Cashable,Finance & Benefits,C161,
Pre 19-20 BEN Forecast - Gov. Non-Cashable,Finance & Benefits,D161,
Pre 19-20 BEN Forecast - Economic (inc Private Partner),Finance & Benefits,E161,
Pre 19-20 BEN Forecast - Disbenefit UK Economic,Finance & Benefits,F161,
Pre 19-20 BEN Forecast - Total Monetised Benefits,Finance & Benefits,G161,
19-20 BEN Baseline - Gov. Cashable,Finance & Benefits,C162,
19-20 BEN Baseline - Gov. Non-Cashable,Finance & Benefits,D162,
19-20 BEN Baseline - Economic (inc Private Partner),Finance & Benefits,E162,
19-20 BEN Baseline - Disbenefit UK Economic,Finance & Benefits,F162,
19-20 BEN Baseline - Total Monetised Benefits,Finance & Benefits,G162,
19-20 BEN Forecast - Gov. Cashable,Finance & Benefits,C163,
19-20 BEN Forecast - Gov. Non-Cashable,Finance & Benefits,D163,
19-20 BEN Forecast - Economic (inc Private Partner),Finance & Benefits,E163,
19-20 BEN Forecast - Disbenefit UK Economic,Finance & Benefits,F163,
19-20 BEN Forecast - Total Monetised Benefits,Finance & Benefits,G163,
Pre 20-21 BEN Baseline - Gov. Cashable,Finance & Benefits,C164,
Pre 20-21 BEN Baseline - Gov. Non-Cashable,Finance & Benefits,D164,
Pre 20-21 BEN Baseline - Economic (inc Private Partner),Finance & Benefits,E164,
Pre 20-21 BEN Baseline - Disbenefit UK Economic,Finance & Benefits,F164,
Pre 20-21 BEN Baseline - Total Monetised Benefits,Finance & Benefits,G164,
Pre 20-21 BEN Forecast - Gov. Cashable,Finance & Benefits,C165,
Pre 20-21 BEN Forecast - Gov. Non-Cashable,Finance & Benefits,D165,
Pre 20-21 BEN Forecast - Economic (inc Private Partner),Finance & Benefits,E165,
Pre 20-21 BEN Forecast - Disbenefit UK Economic,Finance & Benefits,F165,
Pre 20-21 BEN Forecast - Total Monetised Benefits,Finance & Benefits,G165,
20-21 BEN Baseline - Gov. Cashable,Finance & Benefits,C166,
20-21 BEN Baseline - Gov. Non-Cashable,Finance & Benefits,D166,
20-21 BEN Baseline - Economic (inc Private Partner),Finance & Benefits,E166,
20-21 BEN Baseline - Disbenefit UK Economic,Finance & Benefits,F166,
20-21 BEN Baseline - Total Monetised Benefits,Finance & Benefits,G166,
20-21 BEN Forecast - Gov. Cashable,Finance & Benefits,C167,
20-21 BEN Forecast - Gov. Non-Cashable,Finance & Benefits,D167,
20-21 BEN Forecast - Economic (inc Private Partner),Finance & Benefits,E167,
20-21 BEN Forecast - Disbenefit UK Economic,Finance & Benefits,F167,
20-21 BEN Forecast - Total Monetised Benefits,Finance & Benefits,G167,
Pre 21-22 BEN Baseline - Gov. Cashable,Finance & Benefits,C168,
Pre 21-22 BEN Baseline - Gov. Non-Cashable,Finance & Benefits,D168,
